date,R_t,n_indicators
2009-04-01,0.5792,22
2009-04-02,0.581,22
2009-04-03,0.5499,22
2009-04-06,0.5452,22
2009-04-07,0.5568,22
2009-04-08,0.5538,22
2009-04-09,0.5411,22
2009-04-13,0.534,22
2009-04-14,0.5401,22
2009-04-15,0.5318,22
2009-04-16,0.5062,22
2009-04-17,0.4939,22
2009-04-20,0.5167,22
2009-04-21,0.4988,22
2009-04-22,0.5086,22
2009-04-23,0.4976,22
2009-04-24,0.4796,22
2009-04-27,0.496,22
2009-04-28,0.4883,22
2009-04-29,0.4752,22
2009-04-30,0.4714,22
2009-05-01,0.4199,22
2009-05-04,0.4167,22
2009-05-05,0.4232,22
2009-05-06,0.4218,22
2009-05-07,0.4307,22
2009-05-08,0.4012,22
2009-05-11,0.4178,22
2009-05-12,0.4068,22
2009-05-13,0.4208,22
2009-05-14,0.4072,22
2009-05-15,0.4012,22
2009-05-18,0.377,22
2009-05-19,0.3739,22
2009-05-20,0.4,22
2009-05-21,0.396,22
2009-05-22,0.386,22
2009-05-26,0.3763,22
2009-05-27,0.3851,22
2009-05-28,0.3732,22
2009-05-29,0.3553,22
2009-06-01,0.3152,22
2009-06-02,0.3131,22
2009-06-03,0.3171,22
2009-06-04,0.312,22
2009-06-05,0.3135,22
2009-06-08,0.3105,22
2009-06-09,0.3032,22
2009-06-10,0.3078,22
2009-06-11,0.3155,22
2009-06-12,0.3054,22
2009-06-15,0.3237,22
2009-06-16,0.3202,22
2009-06-17,0.3084,22
2009-06-18,0.3021,22
2009-06-19,0.2966,22
2009-06-22,0.3344,22
2009-06-23,0.3354,22
2009-06-24,0.3223,22
2009-06-25,0.3205,22
2009-06-26,0.3087,22
2009-06-29,0.303,22
2009-06-30,0.3088,22
2009-07-01,0.304,22
2009-07-02,0.323,22
2009-07-06,0.3094,22
2009-07-07,0.3351,22
2009-07-08,0.3499,22
2009-07-09,0.3263,22
2009-07-10,0.3343,22
2009-07-13,0.3209,22
2009-07-14,0.3045,22
2009-07-15,0.3054,22
2009-07-16,0.2951,22
2009-07-17,0.2857,22
2009-07-20,0.2866,22
2009-07-21,0.2826,22
2009-07-22,0.2941,22
2009-07-23,0.2879,22
2009-07-24,0.2774,22
2009-07-27,0.2799,22
2009-07-28,0.2703,22
2009-07-29,0.2713,22
2009-07-30,0.2732,22
2009-07-31,0.2971,22
2009-08-03,0.2742,22
2009-08-04,0.2659,22
2009-08-05,0.2513,22
2009-08-06,0.2654,22
2009-08-07,0.266,22
2009-08-10,0.252,22
2009-08-11,0.2565,22
2009-08-12,0.2493,22
2009-08-13,0.2388,22
2009-08-14,0.2507,22
2009-08-17,0.2806,22
2009-08-18,0.2613,22
2009-08-19,0.2452,22
2009-08-20,0.2418,22
2009-08-21,0.2335,22
2009-08-24,0.2411,22
2009-08-25,0.2455,22
2009-08-26,0.2467,22
2009-08-27,0.2454,22
2009-08-28,0.2426,22
2009-08-31,0.2387,22
2009-09-01,0.2691,22
2009-09-02,0.266,22
2009-09-03,0.2554,22
2009-09-04,0.2446,22
2009-09-08,0.2404,22
2009-09-09,0.2354,22
2009-09-10,0.2308,22
2009-09-11,0.238,22
2009-09-14,0.2291,22
2009-09-15,0.2384,22
2009-09-16,0.2656,22
2009-09-17,0.2358,22
2009-09-18,0.2411,22
2009-09-21,0.2317,22
2009-09-22,0.2344,22
2009-09-23,0.2406,22
2009-09-24,0.2516,22
2009-09-25,0.2518,22
2009-09-28,0.2445,22
2009-09-29,0.2427,22
2009-09-30,0.2451,22
2009-10-01,0.259,22
2009-10-02,0.2554,22
2009-10-05,0.245,22
2009-10-06,0.2441,22
2009-10-07,0.2463,22
2009-10-08,0.2264,22
2009-10-09,0.2117,22
2009-10-12,0.2168,22
2009-10-13,0.2155,22
2009-10-14,0.2109,22
2009-10-15,0.2087,22
2009-10-16,0.2181,22
2009-10-19,0.23,22
2009-10-20,0.2349,22
2009-10-21,0.2386,22
2009-10-22,0.2343,22
2009-10-23,0.246,22
2009-10-26,0.2518,22
2009-10-27,0.2543,22
2009-10-28,0.2861,22
2009-10-29,0.2382,22
2009-10-30,0.2941,22
2009-11-02,0.2939,22
2009-11-03,0.2982,22
2009-11-04,0.2767,22
2009-11-05,0.2483,22
2009-11-06,0.2315,22
2009-11-09,0.2611,22
2009-11-10,0.2229,22
2009-11-11,0.231,22
2009-11-12,0.2558,22
2009-11-13,0.2351,22
2009-11-16,0.2838,22
2009-11-17,0.2525,22
2009-11-18,0.2644,22
2009-11-19,0.2438,22
2009-11-20,0.2295,22
2009-11-23,0.2173,22
2009-11-24,0.2161,22
2009-11-25,0.2179,22
2009-11-27,0.2753,22
2009-11-30,0.26,22
2009-12-01,0.2413,22
2009-12-02,0.2454,22
2009-12-03,0.2649,22
2009-12-04,0.2413,22
2009-12-07,0.2532,22
2009-12-08,0.2639,22
2009-12-09,0.2574,22
2009-12-10,0.2422,22
2009-12-11,0.2311,22
2009-12-14,0.2219,22
2009-12-15,0.2267,22
2009-12-16,0.2581,22
2009-12-17,0.2568,22
2009-12-18,0.2405,22
2009-12-21,0.2216,22
2009-12-22,0.1982,22
2009-12-23,0.1989,22
2009-12-24,0.1962,22
2009-12-28,0.2013,22
2009-12-29,0.2014,22
2009-12-30,0.2034,22
2009-12-31,0.2275,22
2010-01-04,0.198,22
2010-01-05,0.1925,22
2010-01-06,0.1995,22
2010-01-07,0.2071,22
2010-01-08,0.1993,22
2010-01-11,0.1985,22
2010-01-12,0.2016,22
2010-01-13,0.1963,22
2010-01-14,0.199,22
2010-01-15,0.2014,22
2010-01-19,0.1986,22
2010-01-20,0.2295,22
2010-01-21,0.289,22
2010-01-22,0.328,22
2010-01-25,0.3144,22
2010-01-26,0.3268,22
2010-01-27,0.3083,22
2010-01-28,0.3233,22
2010-01-29,0.3414,22
2010-02-01,0.3098,22
2010-02-02,0.2882,22
2010-02-03,0.2917,22
2010-02-04,0.3742,22
2010-02-05,0.3542,22
2010-02-08,0.3683,22
2010-02-09,0.3449,22
2010-02-10,0.3529,22
2010-02-11,0.3363,22
2010-02-12,0.3553,22
2010-02-16,0.3094,22
2010-02-17,0.3064,22
2010-02-18,0.2772,22
2010-02-19,0.2875,22
2010-02-22,0.269,22
2010-02-23,0.2999,22
2010-02-24,0.2809,22
2010-02-25,0.277,22
2010-02-26,0.2736,22
2010-03-01,0.2583,22
2010-03-02,0.2661,22
2010-03-03,0.2699,22
2010-03-04,0.2544,22
2010-03-05,0.2531,22
2010-03-08,0.2582,22
2010-03-09,0.2714,22
2010-03-10,0.2808,22
2010-03-11,0.2707,22
2010-03-12,0.2475,22
2010-03-15,0.2452,22
2010-03-16,0.2431,22
2010-03-17,0.2429,22
2010-03-18,0.2498,22
2010-03-19,0.2395,22
2010-03-22,0.2321,22
2010-03-23,0.2377,22
2010-03-24,0.2501,22
2010-03-25,0.2667,22
2010-03-26,0.2545,22
2010-03-29,0.2445,22
2010-03-30,0.2316,22
2010-03-31,0.2404,22
2010-04-01,0.2397,22
2010-04-05,0.2355,22
2010-04-06,0.2358,22
2010-04-07,0.2508,22
2010-04-08,0.2441,22
2010-04-09,0.2424,22
2010-04-12,0.2376,22
2010-04-13,0.2401,22
2010-04-14,0.2394,22
2010-04-15,0.2443,22
2010-04-16,0.2811,22
2010-04-19,0.2521,22
2010-04-20,0.231,22
2010-04-21,0.2538,22
2010-04-22,0.2552,22
2010-04-23,0.2669,22
2010-04-26,0.2809,22
2010-04-27,0.3605,22
2010-04-28,0.3311,22
2010-04-29,0.2955,22
2010-04-30,0.3578,22
2010-05-03,0.3261,22
2010-05-04,0.3892,22
2010-05-05,0.4056,22
2010-05-06,0.4775,22
2010-05-07,0.4946,22
2010-05-10,0.4593,22
2010-05-11,0.4622,22
2010-05-12,0.4517,22
2010-05-13,0.4596,22
2010-05-14,0.497,22
2010-05-17,0.4926,22
2010-05-18,0.5161,22
2010-05-19,0.5075,22
2010-05-20,0.5249,22
2010-05-21,0.5433,22
2010-05-24,0.5482,22
2010-05-25,0.5443,22
2010-05-26,0.5651,22
2010-05-27,0.5224,22
2010-05-28,0.5551,22
2010-06-01,0.6038,22
2010-06-02,0.5563,22
2010-06-03,0.5484,22
2010-06-04,0.5944,22
2010-06-07,0.6097,22
2010-06-08,0.5926,22
2010-06-09,0.6021,22
2010-06-10,0.5654,22
2010-06-11,0.5429,22
2010-06-14,0.5487,22
2010-06-15,0.5082,22
2010-06-16,0.5192,22
2010-06-17,0.5077,22
2010-06-18,0.4793,22
2010-06-21,0.5118,22
2010-06-22,0.5502,22
2010-06-23,0.5455,22
2010-06-24,0.5737,22
2010-06-25,0.5571,22
2010-06-28,0.5588,22
2010-06-29,0.6129,22
2010-06-30,0.6178,22
2010-07-01,0.6051,22
2010-07-02,0.5853,22
2010-07-06,0.5892,22
2010-07-07,0.556,22
2010-07-08,0.5494,22
2010-07-09,0.5225,22
2010-07-12,0.5155,22
2010-07-13,0.5074,22
2010-07-14,0.5102,22
2010-07-15,0.5182,22
2010-07-16,0.5199,22
2010-07-19,0.5176,22
2010-07-20,0.5017,22
2010-07-21,0.5304,22
2010-07-22,0.5106,22
2010-07-23,0.4858,22
2010-07-26,0.4747,22
2010-07-27,0.4722,22
2010-07-28,0.4888,22
2010-07-29,0.4976,22
2010-07-30,0.4695,22
2010-08-02,0.4316,22
2010-08-03,0.4488,22
2010-08-04,0.4409,22
2010-08-05,0.446,22
2010-08-06,0.453,22
2010-08-09,0.4315,22
2010-08-10,0.4489,22
2010-08-11,0.5308,22
2010-08-12,0.5387,22
2010-08-13,0.5519,22
2010-08-16,0.5215,22
2010-08-17,0.4926,22
2010-08-18,0.4936,22
2010-08-19,0.5236,22
2010-08-20,0.5141,22
2010-08-23,0.5264,22
2010-08-24,0.5493,22
2010-08-25,0.5397,22
2010-08-26,0.5514,22
2010-08-27,0.5237,22
2010-08-30,0.558,22
2010-08-31,0.5474,22
2010-09-01,0.4976,22
2010-09-02,0.4872,22
2010-09-03,0.445,22
2010-09-07,0.4816,22
2010-09-08,0.4799,22
2010-09-09,0.4751,22
2010-09-10,0.4383,22
2010-09-13,0.4223,22
2010-09-14,0.4334,22
2010-09-15,0.4457,22
2010-09-16,0.4055,22
2010-09-17,0.3926,22
2010-09-20,0.3775,22
2010-09-21,0.3971,22
2010-09-22,0.4115,22
2010-09-23,0.428,22
2010-09-24,0.3833,22
2010-09-27,0.4211,22
2010-09-28,0.4103,22
2010-09-29,0.4323,22
2010-09-30,0.4317,22
2010-10-01,0.3852,22
2010-10-04,0.4115,22
2010-10-05,0.3871,22
2010-10-06,0.3932,22
2010-10-07,0.3887,22
2010-10-08,0.3741,22
2010-10-11,0.3674,22
2010-10-12,0.3625,22
2010-10-13,0.3738,22
2010-10-14,0.3719,22
2010-10-15,0.3342,22
2010-10-18,0.3455,22
2010-10-19,0.3742,22
2010-10-20,0.3543,22
2010-10-21,0.3557,22
2010-10-22,0.3603,22
2010-10-25,0.3833,22
2010-10-26,0.3841,22
2010-10-27,0.375,22
2010-10-28,0.3713,22
2010-10-29,0.3669,22
2010-11-01,0.3303,22
2010-11-02,0.3296,22
2010-11-03,0.2956,22
2010-11-04,0.297,22
2010-11-05,0.299,22
2010-11-08,0.296,22
2010-11-09,0.2934,22
2010-11-10,0.2814,22
2010-11-11,0.2772,22
2010-11-12,0.302,22
2010-11-15,0.2894,22
2010-11-16,0.3383,22
2010-11-17,0.3211,22
2010-11-18,0.2685,22
2010-11-19,0.2881,22
2010-11-22,0.2808,22
2010-11-23,0.344,22
2010-11-24,0.3054,22
2010-11-26,0.3889,22
2010-11-29,0.3706,22
2010-11-30,0.4044,22
2010-12-01,0.3498,22
2010-12-02,0.3181,22
2010-12-03,0.2948,22
2010-12-06,0.2918,22
2010-12-07,0.3069,22
2010-12-08,0.295,22
2010-12-09,0.2611,22
2010-12-10,0.2523,22
2010-12-13,0.2628,22
2010-12-14,0.2507,22
2010-12-15,0.2611,22
2010-12-16,0.2319,22
2010-12-17,0.2357,22
2010-12-20,0.2366,22
2010-12-21,0.2446,22
2010-12-22,0.2452,22
2010-12-23,0.2397,22
2010-12-27,0.2544,22
2010-12-28,0.245,22
2010-12-29,0.252,22
2010-12-30,0.2514,22
2010-12-31,0.2684,22
2011-01-03,0.2494,22
2011-01-04,0.2491,22
2011-01-05,0.2545,22
2011-01-06,0.2644,22
2011-01-07,0.256,22
2011-01-10,0.258,22
2011-01-11,0.2478,22
2011-01-12,0.2425,22
2011-01-13,0.2505,22
2011-01-14,0.2218,22
2011-01-18,0.2213,22
2011-01-19,0.2503,22
2011-01-20,0.2367,22
2011-01-21,0.245,22
2011-01-24,0.2315,22
2011-01-25,0.2359,22
2011-01-26,0.2183,22
2011-01-27,0.2054,22
2011-01-28,0.2853,22
2011-01-31,0.268,22
2011-02-01,0.2231,22
2011-02-02,0.2151,22
2011-02-03,0.2043,22
2011-02-04,0.1886,22
2011-02-07,0.1928,22
2011-02-08,0.1833,22
2011-02-09,0.1935,22
2011-02-10,0.1952,22
2011-02-11,0.1896,22
2011-02-14,0.1956,22
2011-02-15,0.2018,22
2011-02-16,0.2052,22
2011-02-17,0.2014,22
2011-02-18,0.2055,22
2011-02-22,0.2996,22
2011-02-23,0.3181,22
2011-02-24,0.302,22
2011-02-25,0.2733,22
2011-02-28,0.2551,22
2011-03-01,0.3103,22
2011-03-02,0.2981,22
2011-03-03,0.2449,22
2011-03-04,0.25,22
2011-03-07,0.287,22
2011-03-08,0.2658,22
2011-03-09,0.2837,22
2011-03-10,0.3338,22
2011-03-11,0.3066,22
2011-03-14,0.3071,22
2011-03-15,0.3443,22
2011-03-16,0.4005,22
2011-03-17,0.3627,22
2011-03-18,0.3601,22
2011-03-21,0.3221,22
2011-03-22,0.337,22
2011-03-23,0.3232,22
2011-03-24,0.3104,22
2011-03-25,0.2763,22
2011-03-28,0.2957,22
2011-03-29,0.2629,22
2011-03-30,0.2582,22
2011-03-31,0.2543,22
2011-04-01,0.2191,22
2011-04-04,0.2261,22
2011-04-05,0.2222,22
2011-04-06,0.2264,22
2011-04-07,0.2207,22
2011-04-08,0.2297,22
2011-04-11,0.2245,22
2011-04-12,0.2382,22
2011-04-13,0.2271,22
2011-04-14,0.2183,22
2011-04-15,0.2055,22
2011-04-18,0.2337,22
2011-04-19,0.2193,22
2011-04-20,0.2087,22
2011-04-21,0.2063,22
2011-04-25,0.2222,22
2011-04-26,0.2228,22
2011-04-27,0.2183,22
2011-04-28,0.2244,22
2011-04-29,0.2224,22
2011-05-02,0.2542,22
2011-05-03,0.2488,22
2011-05-04,0.2615,22
2011-05-05,0.284,22
2011-05-06,0.293,22
2011-05-09,0.2793,22
2011-05-10,0.2525,22
2011-05-11,0.3056,22
2011-05-12,0.287,22
2011-05-13,0.3084,22
2011-05-16,0.3168,22
2011-05-17,0.3227,22
2011-05-18,0.2733,22
2011-05-19,0.2464,22
2011-05-20,0.2879,22
2011-05-23,0.3216,22
2011-05-24,0.3274,22
2011-05-25,0.306,22
2011-05-26,0.2719,22
2011-05-27,0.2826,22
2011-05-31,0.2753,22
2011-06-01,0.3707,22
2011-06-02,0.3538,22
2011-06-03,0.3746,22
2011-06-06,0.3917,22
2011-06-07,0.3778,22
2011-06-08,0.3992,22
2011-06-09,0.3842,22
2011-06-10,0.404,22
2011-06-13,0.4265,22
2011-06-14,0.3751,22
2011-06-15,0.4323,22
2011-06-16,0.4531,22
2011-06-17,0.4523,22
2011-06-20,0.432,22
2011-06-21,0.4161,22
2011-06-22,0.4117,22
2011-06-23,0.4246,22
2011-06-24,0.4671,22
2011-06-27,0.4366,22
2011-06-28,0.3926,22
2011-06-29,0.3238,22
2011-06-30,0.3201,22
2011-07-01,0.3197,22
2011-07-05,0.324,22
2011-07-06,0.3372,22
2011-07-07,0.329,22
2011-07-08,0.3513,22
2011-07-11,0.4109,22
2011-07-12,0.4461,22
2011-07-13,0.4164,22
2011-07-14,0.4285,22
2011-07-15,0.4285,22
2011-07-18,0.4853,22
2011-07-19,0.4488,22
2011-07-20,0.4408,22
2011-07-21,0.4067,22
2011-07-22,0.4028,22
2011-07-25,0.4667,22
2011-07-26,0.4824,22
2011-07-27,0.5264,22
2011-07-28,0.5295,22
2011-07-29,0.5658,22
2011-08-01,0.6208,22
2011-08-02,0.6498,22
2011-08-03,0.6293,22
2011-08-04,0.662,22
2011-08-05,0.7093,22
2011-08-08,0.7112,22
2011-08-09,0.6902,22
2011-08-10,0.7385,22
2011-08-11,0.7215,22
2011-08-12,0.7316,22
2011-08-15,0.7144,22
2011-08-16,0.7104,22
2011-08-17,0.6923,22
2011-08-18,0.7017,22
2011-08-19,0.7108,22
2011-08-22,0.7371,22
2011-08-23,0.7019,22
2011-08-24,0.7017,22
2011-08-25,0.7262,22
2011-08-26,0.706,22
2011-08-29,0.7,22
2011-08-30,0.7078,22
2011-08-31,0.7018,22
2011-09-01,0.7245,22
2011-09-02,0.7319,22
2011-09-06,0.7439,22
2011-09-07,0.7386,22
2011-09-08,0.7499,22
2011-09-09,0.7736,22
2011-09-12,0.7691,22
2011-09-13,0.7575,22
2011-09-14,0.7545,22
2011-09-15,0.7246,22
2011-09-16,0.6909,22
2011-09-19,0.7225,22
2011-09-20,0.7238,22
2011-09-21,0.7578,22
2011-09-22,0.769,22
2011-09-23,0.7703,22
2011-09-26,0.7542,22
2011-09-27,0.7507,22
2011-09-28,0.7675,22
2011-09-29,0.7568,22
2011-09-30,0.7755,22
2011-10-03,0.7845,22
2011-10-04,0.767,22
2011-10-05,0.7471,22
2011-10-06,0.7385,22
2011-10-07,0.7339,22
2011-10-10,0.7054,22
2011-10-11,0.707,22
2011-10-12,0.6819,22
2011-10-13,0.6797,22
2011-10-14,0.6574,22
2011-10-17,0.6987,22
2011-10-18,0.6743,22
2011-10-19,0.7125,22
2011-10-20,0.7131,22
2011-10-21,0.6648,22
2011-10-24,0.6548,22
2011-10-25,0.6987,22
2011-10-26,0.6843,22
2011-10-27,0.6488,22
2011-10-28,0.6377,22
2011-10-31,0.7015,22
2011-11-01,0.7076,22
2011-11-02,0.7146,22
2011-11-03,0.6846,22
2011-11-04,0.7058,22
2011-11-07,0.6932,22
2011-11-08,0.664,22
2011-11-09,0.7508,22
2011-11-10,0.713,22
2011-11-11,0.6927,22
2011-11-14,0.6945,22
2011-11-15,0.6851,22
2011-11-16,0.7107,22
2011-11-17,0.7223,22
2011-11-18,0.7053,22
2011-11-21,0.7217,22
2011-11-22,0.7167,22
2011-11-23,0.7321,22
2011-11-25,0.7341,22
2011-11-28,0.7149,22
2011-11-29,0.7086,22
2011-11-30,0.6834,22
2011-12-01,0.6693,22
2011-12-02,0.6696,22
2011-12-05,0.6694,22
2011-12-06,0.6733,22
2011-12-07,0.6654,22
2011-12-08,0.6837,22
2011-12-09,0.636,22
2011-12-12,0.6263,22
2011-12-13,0.6395,22
2011-12-14,0.6435,22
2011-12-15,0.6248,22
2011-12-16,0.6328,22
2011-12-19,0.6428,22
2011-12-20,0.6178,22
2011-12-21,0.6183,22
2011-12-22,0.6109,22
2011-12-23,0.5949,22
2011-12-27,0.6028,22
2011-12-28,0.6263,22
2011-12-29,0.6085,22
2011-12-30,0.6098,22
2012-01-03,0.6048,22
2012-01-04,0.596,22
2012-01-05,0.5908,22
2012-01-06,0.5724,22
2012-01-09,0.5746,22
2012-01-10,0.5714,22
2012-01-11,0.5742,22
2012-01-12,0.5573,22
2012-01-13,0.5543,22
2012-01-17,0.5478,22
2012-01-18,0.5136,22
2012-01-19,0.5004,22
2012-01-20,0.4785,22
2012-01-23,0.4897,22
2012-01-24,0.4898,22
2012-01-25,0.4939,22
2012-01-26,0.5189,22
2012-01-27,0.5082,22
2012-01-30,0.5142,22
2012-01-31,0.5138,22
2012-02-01,0.4729,22
2012-02-02,0.4632,22
2012-02-03,0.4409,22
2012-02-06,0.442,22
2012-02-07,0.4425,22
2012-02-08,0.4556,22
2012-02-09,0.4543,22
2012-02-10,0.4495,22
2012-02-13,0.445,22
2012-02-14,0.4442,22
2012-02-15,0.4563,22
2012-02-16,0.4392,22
2012-02-17,0.4319,22
2012-02-21,0.4374,22
2012-02-22,0.4359,22
2012-02-23,0.4215,22
2012-02-24,0.4232,22
2012-02-27,0.4337,22
2012-02-28,0.4264,22
2012-02-29,0.4359,22
2012-03-01,0.375,22
2012-03-02,0.3767,22
2012-03-05,0.3763,22
2012-03-06,0.406,22
2012-03-07,0.3926,22
2012-03-08,0.3823,22
2012-03-09,0.3917,22
2012-03-12,0.3683,22
2012-03-13,0.3906,22
2012-03-14,0.4164,22
2012-03-15,0.3703,22
2012-03-16,0.3458,22
2012-03-19,0.3489,22
2012-03-20,0.3566,22
2012-03-21,0.3652,22
2012-03-22,0.3784,22
2012-03-23,0.3625,22
2012-03-26,0.3779,22
2012-03-27,0.3827,22
2012-03-28,0.3808,22
2012-03-29,0.3733,22
2012-03-30,0.3577,22
2012-04-02,0.3719,22
2012-04-03,0.357,22
2012-04-04,0.3732,22
2012-04-05,0.3771,22
2012-04-09,0.4073,22
2012-04-10,0.4311,22
2012-04-11,0.4353,22
2012-04-12,0.3977,22
2012-04-13,0.4443,22
2012-04-16,0.4461,22
2012-04-17,0.4159,22
2012-04-18,0.4211,22
2012-04-19,0.4276,22
2012-04-20,0.4144,22
2012-04-23,0.4343,22
2012-04-24,0.4222,22
2012-04-25,0.3737,22
2012-04-26,0.3777,22
2012-04-27,0.3829,22
2012-04-30,0.3919,22
2012-05-01,0.4338,22
2012-05-02,0.4387,22
2012-05-03,0.4573,22
2012-05-04,0.4738,22
2012-05-07,0.4716,22
2012-05-08,0.4712,22
2012-05-09,0.5086,22
2012-05-10,0.4931,22
2012-05-11,0.5127,22
2012-05-14,0.5295,22
2012-05-15,0.524,22
2012-05-16,0.5224,22
2012-05-17,0.5443,22
2012-05-18,0.5683,22
2012-05-21,0.5403,22
2012-05-22,0.5439,22
2012-05-23,0.5267,22
2012-05-24,0.5082,22
2012-05-25,0.5128,22
2012-05-29,0.4887,22
2012-05-30,0.5453,22
2012-05-31,0.5417,22
2012-06-01,0.6106,22
2012-06-04,0.6015,22
2012-06-05,0.5832,22
2012-06-06,0.5399,22
2012-06-07,0.5411,22
2012-06-08,0.5285,22
2012-06-11,0.585,22
2012-06-12,0.549,22
2012-06-13,0.5873,22
2012-06-14,0.5812,22
2012-06-15,0.5317,22
2012-06-18,0.5149,22
2012-06-19,0.4967,22
2012-06-20,0.4957,22
2012-06-21,0.5419,22
2012-06-22,0.5152,22
2012-06-25,0.537,22
2012-06-26,0.5235,22
2012-06-27,0.51,22
2012-06-28,0.5091,22
2012-06-29,0.4633,22
2012-07-02,0.4619,22
2012-07-03,0.4703,22
2012-07-05,0.4831,22
2012-07-06,0.467,22
2012-07-09,0.4784,22
2012-07-10,0.4944,22
2012-07-11,0.5048,22
2012-07-12,0.5059,22
2012-07-13,0.4748,22
2012-07-16,0.4987,22
2012-07-17,0.4856,22
2012-07-18,0.4808,22
2012-07-19,0.483,22
2012-07-20,0.4836,22
2012-07-23,0.4954,22
2012-07-24,0.5175,22
2012-07-25,0.5016,22
2012-07-26,0.4811,22
2012-07-27,0.4709,22
2012-07-30,0.4867,22
2012-07-31,0.5053,22
2012-08-01,0.4887,22
2012-08-02,0.4663,22
2012-08-03,0.4147,22
2012-08-06,0.441,22
2012-08-07,0.4415,22
2012-08-08,0.4287,22
2012-08-09,0.4117,22
2012-08-10,0.4105,22
2012-08-13,0.3861,22
2012-08-14,0.3976,22
2012-08-15,0.4044,22
2012-08-16,0.3805,22
2012-08-17,0.3604,22
2012-08-20,0.3588,22
2012-08-21,0.3674,22
2012-08-22,0.3859,22
2012-08-23,0.4138,22
2012-08-24,0.3888,22
2012-08-27,0.4132,22
2012-08-28,0.4223,22
2012-08-29,0.4178,22
2012-08-30,0.4399,22
2012-08-31,0.4255,22
2012-09-04,0.4461,22
2012-09-05,0.4393,22
2012-09-06,0.4096,22
2012-09-07,0.3875,22
2012-09-10,0.4211,22
2012-09-11,0.4166,22
2012-09-12,0.4098,22
2012-09-13,0.4193,22
2012-09-14,0.4041,22
2012-09-17,0.379,22
2012-09-18,0.3627,22
2012-09-19,0.3743,22
2012-09-20,0.359,22
2012-09-21,0.3538,22
2012-09-24,0.365,22
2012-09-25,0.401,22
2012-09-26,0.432,22
2012-09-27,0.3852,22
2012-09-28,0.4116,22
2012-10-01,0.4107,22
2012-10-02,0.3985,22
2012-10-03,0.3964,22
2012-10-04,0.3972,22
2012-10-05,0.3659,22
2012-10-08,0.3908,22
2012-10-09,0.4215,22
2012-10-10,0.441,22
2012-10-11,0.428,22
2012-10-12,0.435,22
2012-10-15,0.4179,22
2012-10-16,0.399,22
2012-10-17,0.376,22
2012-10-18,0.3769,22
2012-10-19,0.4139,22
2012-10-22,0.4168,22
2012-10-23,0.4756,22
2012-10-24,0.4651,22
2012-10-25,0.4391,22
2012-10-26,0.4505,22
2012-10-31,0.4814,22
2012-11-01,0.4346,22
2012-11-02,0.4565,22
2012-11-05,0.4683,22
2012-11-06,0.4519,22
2012-11-07,0.5006,22
2012-11-08,0.506,22
2012-11-09,0.5122,22
2012-11-12,0.4798,22
2012-11-13,0.4807,22
2012-11-14,0.5199,22
2012-11-15,0.5177,22
2012-11-16,0.4845,22
2012-11-19,0.475,22
2012-11-20,0.4575,22
2012-11-21,0.4574,22
2012-11-23,0.4242,22
2012-11-26,0.4443,22
2012-11-27,0.4556,22
2012-11-28,0.4402,22
2012-11-29,0.4325,22
2012-11-30,0.4407,22
2012-12-03,0.4602,22
2012-12-04,0.4673,22
2012-12-05,0.4651,22
2012-12-06,0.4629,22
2012-12-07,0.4526,22
2012-12-10,0.4541,22
2012-12-11,0.4348,22
2012-12-12,0.4323,22
2012-12-13,0.442,22
2012-12-14,0.4373,22
2012-12-17,0.4138,22
2012-12-18,0.3885,22
2012-12-19,0.3976,22
2012-12-20,0.3858,22
2012-12-21,0.3923,22
2012-12-24,0.4036,22
2012-12-26,0.4449,22
2012-12-27,0.4575,22
2012-12-28,0.5124,22
2012-12-31,0.4351,22
2013-01-02,0.3131,22
2013-01-03,0.3222,22
2013-01-04,0.312,22
2013-01-07,0.3061,22
2013-01-08,0.3002,22
2013-01-09,0.3077,22
2013-01-10,0.2956,22
2013-01-11,0.2928,22
2013-01-14,0.297,22
2013-01-15,0.293,22
2013-01-16,0.2955,22
2013-01-17,0.2923,22
2013-01-18,0.2664,22
2013-01-22,0.2699,22
2013-01-23,0.2751,22
2013-01-24,0.2801,22
2013-01-25,0.2725,22
2013-01-28,0.287,22
2013-01-29,0.279,22
2013-01-30,0.2966,22
2013-01-31,0.2959,22
2013-02-01,0.3081,22
2013-02-04,0.3372,22
2013-02-05,0.3171,22
2013-02-06,0.3218,22
2013-02-07,0.3168,22
2013-02-08,0.3061,22
2013-02-11,0.3135,22
2013-02-12,0.2993,22
2013-02-13,0.3046,22
2013-02-14,0.3059,22
2013-02-15,0.2947,22
2013-02-19,0.2989,22
2013-02-20,0.3472,22
2013-02-21,0.3725,22
2013-02-22,0.3533,22
2013-02-25,0.4555,22
2013-02-26,0.4208,22
2013-02-27,0.3661,22
2013-02-28,0.3788,22
2013-03-01,0.3941,22
2013-03-04,0.3675,22
2013-03-05,0.3555,22
2013-03-06,0.3583,22
2013-03-07,0.3406,22
2013-03-08,0.3208,22
2013-03-11,0.3041,22
2013-03-12,0.3139,22
2013-03-13,0.3138,22
2013-03-14,0.3058,22
2013-03-15,0.3064,22
2013-03-18,0.3572,22
2013-03-19,0.3838,22
2013-03-20,0.3473,22
2013-03-21,0.3925,22
2013-03-22,0.3839,22
2013-03-25,0.3807,22
2013-03-26,0.3561,22
2013-03-27,0.3741,22
2013-03-28,0.3594,22
2013-04-01,0.34,22
